Diagnosis Description,Reference Code,Retrieve-Rank,Vanilla GPT-3.5-turbo,Retrieve-Rank Match,Vanilla GPT-3.5 turbo match
"Partial traumatic metacarpophalangeal amputation of left index finger, initial encounter",S68121A,S68121A,,Yes,
"Nondisplaced fracture of right radial styloid process, subsequent encounter for closed fracture with delayed healing",S52514G,S52514G,,Yes,
"Disorder of lipoprotein metabolism, unspecified",E789,E789,,Yes,
"Person boarding or alighting an electric (assisted) bicycle injured in collision with car, pick-up truck or van, initial encounter",V2331XA,V2331XA,,Yes,
Calculus of bile duct with chronic cholecystitis with obstruction,K8045,K8045,,Yes,
"Crushing injury of unspecified foot, subsequent encounter",S9780XD,S9780XD,,Yes,
"Poisoning by unspecified drugs primarily affecting the autonomic nervous system, accidental (unintentional), initial encounter",T44901A,T44901A,,Yes,
"Calcific tendinitis, unspecified lower leg",M65269,M65269,,Yes,
Ulceroglandular tularemia,A210,A210,,Yes,
"Terrorism, secondary effects, civilian injured, subsequent encounter",Y389X2D,Y389X2D,,Yes,
"Contusion of right elbow, subsequent encounter",S5001XD,S5001XD,,Yes,
Pneumoconiosis due to other specified inorganic dusts,J636,J636,,Yes,
"Disorder of male genital organs, unspecified",N509,N509,,Yes,
Borderline personality disorder,F603,F603,,Yes,
"Torus fracture of lower end of left tibia, subsequent encounter for fracture with malunion",S82312P,S82312P,,Yes,
"Unspecified injury of flexor muscle, fascia and tendon of left little finger at forearm level, initial encounter",S56108A,S56108A,,Yes,
"Anaphylactic reaction due to unspecified food, sequela",T7800XS,T7800XS,,Yes,
"Driver of heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter",V670XXD,V670XXD,,Yes,
"Breakdown (mechanical) of implanted electronic neurostimulator, generator, subsequent encounter",T85113D,T85113D,,Yes,
"Puncture wound without foreign body of left great toe without damage to nail, subsequent encounter",S91132D,S91132D,,Yes,
"Exposure to sunlight, subsequent encounter",X32XXXD,X32XXXD,,Yes,
"Triplet pregnancy, trichorionic/triamniotic, third trimester",O30133,O30133,,Yes,
"Superficial foreign body, right lower leg, sequela",S80851S,S80851S,,Yes,
"Nondisplaced fracture of distal phalanx of right little finger, subsequent encounter for fracture with routine healing",S62666D,S62666D,,Yes,
"Open bite of right front wall of thorax without penetration into thoracic cavity, initial encounter",S21151A,S21151A,,Yes,
"Salter-Harris Type I physeal fracture of upper end of unspecified femur, subsequent encounter for fracture with delayed healing",S79019G,S79019G,,Yes,
"Nondisplaced fracture of distal phalanx of unspecified finger, subsequent encounter for fracture with malunion",S62669P,S62669P,,Yes,
"Other chondrocalcinosis, right shoulder",M11211,M11211,,Yes,
"Posterior dislocation of right sternoclavicular joint, subsequent encounter",S43224D,S43224D,,Yes,
"Salter-Harris Type IV physeal fracture of lower end of radius, unspecified arm, subsequent encounter for fracture with routine healing",S59249D,S59249D,,Yes,
"Toxic effect of carbon monoxide from utility gas, accidental (unintentional), initial encounter",T5811XA,T5811XA,,Yes,
"Intentional self-harm by knife, sequela",X781XXS,X781XXS,,Yes,
"Other foreign object in esophagus causing other injury, subsequent encounter",T18198D,T18198D,,Yes,
"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with routine healing",S42425D,S42425K,,No,
"Displaced fracture of left ulna styloid process, subsequent encounter for closed fracture with delayed healing",S52612G,S52612G,,Yes,
"Nondisplaced fracture of capitate [os magnum] bone, left wrist, sequela",S62135S,S62135S,,Yes,
"Toxic effect of phosphorus and its compounds, accidental (unintentional), sequela",T571X1S,T571X1S,,Yes,
"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for closed fracture with malunion",S8262XP,S8262XP,,Yes,
"Acute posterior multifocal placoid pigment epitheliopathy, right eye",H30141,H30141,,Yes,
"Other fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S52292F,S52292F,,Yes,
"Nondisplaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S8256XF,S8256XN,,No,
"Other mechanical complication of coronary artery bypass graft, initial encounter",T82218A,T82218A,,Yes,
"Infection and inflammatory reaction due to other internal joint prosthesis, initial encounter",T8459XA,T8459XA,,Yes,
"Activity, running",Y9302,Y9302,,Yes,
"Crushed between passenger ship and other watercraft or other object due to collision, initial encounter",V9111XA,V9111XA,,Yes,
"Other secondary chronic gout, multiple sites, with tophus (tophi)",M1A49X1,M1A49X1,,Yes,
"Displaced fracture of lateral condyle of unspecified tibia, sequela",S82123S,S82123S,,Yes,
"Anterior synechiae (iris), right eye",H21511,H21511,,Yes,
"Other fracture of shaft of radius, left arm, initial encounter for open fracture type I or II",S52392B,S52392B,,Yes,
"Displaced oblique fracture of shaft of right femur, initial encounter for open fracture type I or II",S72331B,S72331B,,Yes,
"Nondisplaced fracture of unspecified tibial spine, subsequent encounter for closed fracture with delayed healing",S82116G,S82116G,,Yes,
Ophiasis,L632,L632,,Yes,
Evans syndrome,D6941,D6941,,Yes,
"Toxic effect of harmful algae and algae toxins, intentional self-harm, sequela",T65822S,T65822S,,Yes,
"Strain of muscle(s) and tendon(s) of the rotator cuff of left shoulder, subsequent encounter",S46012D,S46012D,,Yes,
"Pathological fracture, right shoulder, subsequent encounter for fracture with delayed healing",M84411G,M84411G,,Yes,
"Unspecified fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with malunion",S52201Q,S52201Q,,Yes,
"Struck by falling object on unspecified watercraft, sequela",V9349XS,V9349XS,,Yes,
"Conjunctival adhesions and strands (localized), bilateral",H11213,H11213,,Yes,
"Other osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with delayed healing",M80819G,M80819G,,Yes,
"Other specified disorders of ear, bilateral",H938X3,H938X3,,Yes,
Burns involving 50-59% of body surface with 20-29% third degree burns,T3152,T3152,,Yes,
"Other physeal fracture of upper end of radius, left arm, subsequent encounter for fracture with nonunion",S59192K,S59192K,,Yes,
Acquired absence of unspecified wrist,Z89129,Z89129,,Yes,
"Poisoning by macrolides, assault, initial encounter",T363X3A,T363X3A,,Yes,
"Displaced transverse fracture of shaft of left fibula, subsequent encounter for closed fracture with malunion",S82422P,S82422P,,Yes,
"Poisoning by other antidysrhythmic drugs, undetermined, subsequent encounter",T462X4D,T462X4D,,Yes,
"Other synovitis and tenosynovitis, left ankle and foot",M65872,M65872,,Yes,
Skin graft (allograft) (autograft) infection,T86822,T86822,,Yes,
"Nondisplaced fracture of distal phalanx of left index finger, initial encounter for open fracture",S62661B,S62661B,,Yes,
"Dementia in other diseases classified elsewhere, moderate, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety",F02B0,F02B0,,Yes,
"Burn of second degree of right knee, subsequent encounter",T24221D,T24221D,,Yes,
Squamous cell carcinoma of skin of nose,C44321,C44321,,Yes,
"Occupant of streetcar injured in collision with motor vehicle in traffic accident, subsequent encounter",V821XXD,V821XXD,,Yes,
"Central subluxation of unspecified hip, initial encounter",S73043A,S73043A,,Yes,
"Activity, other interior property and clothing maintenance",Y93E9,Y93E9,,Yes,
"Displaced oblique fracture of shaft of left femur, subsequent encounter for closed fracture with delayed healing",S72332G,S72332G,,Yes,
"Laceration with foreign body of unspecified finger with damage to nail, initial encounter",S61329A,S61329A,,Yes,
"Superficial frostbite of right wrist, subsequent encounter",T33511D,T33511D,,Yes,
"Underdosing of unspecified drugs, medicaments and biological substances, subsequent encounter",T50906D,T50906D,,Yes,
"Sprain of metacarpophalangeal joint of right middle finger, subsequent encounter",S63652D,S63652D,,Yes,
"Unspecified retinal break, unspecified eye",H33309,H33309,,Yes,
"Partial traumatic amputation of two or more left lesser toes, subsequent encounter",S98222D,S98222D,,Yes,
"Unspecified fracture of left lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC",S8292XC,S8292XC,,Yes,
"Pedestrian on roller-skates injured in collision with railway train or railway vehicle in nontraffic accident, sequela",V0501XS,V0501XS,,Yes,
"Crushed between fishing boat and other watercraft or other object due to collision, initial encounter",V9112XA,V9112XA,,Yes,
"Animal-rider injured in collision with pedal cycle, subsequent encounter",V8021XD,V8021XD,,Yes,
"Other ossification of muscle, right lower leg",M61561,M61561,,Yes,
"Activity, other caregiving",Y93F9,Y93F9,,Yes,
Other psychoactive substance abuse with psychoactive substance-induced sexual dysfunction,F19181,F19181,,Yes,
"Labyrinthine dysfunction, unspecified ear",H832X9,H832X9,,Yes,
"Disorders of muscle in diseases classified elsewhere, left thigh",M63852,M63852,,Yes,
"Struck by horse, initial encounter",W5512XA,W5512XA,,Yes,
Benign cyst of prepuce,N474,N474,,Yes,
"Electric (assisted) bicycle driver injured in collision with other motor vehicles in nontraffic accident, sequela",V29091S,V29091S,,Yes,
"Corrosion of unspecified degree of unspecified lower leg, sequela",T24439S,T24439S,,Yes,
"Lateral subluxation of unspecified patella, subsequent encounter",S83013D,S83013D,,Yes,
"Corrosion of unspecified degree of right thumb (nail), initial encounter",T23411A,T23411A,,Yes,
Trichomonal cystitis and urethritis,A5903,A5903,,Yes,
"Nondisplaced spiral fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II",S52346B,S52346B,,Yes,
Dermatitis herpetiformis,L130,L130,,Yes,
"Enophthalmos due to trauma or surgery, unspecified eye",H05429,H05429,,Yes,
"Burn of first degree of left forearm, subsequent encounter",T22112D,T22112D,,Yes,
"Burn of unspecified degree of lip(s), initial encounter",T2002XA,T2002XA,,Yes,
"Displaced segmental fracture of shaft of left tibia, subsequent encounter for closed fracture with delayed healing",S82262G,S82262G,,Yes,
"Mental disorder, not otherwise specified",F99,F99,,Yes,
"Other specified injury of left middle and inner ear, sequela",S09392S,S09392S,,Yes,
"Laceration of vein at forearm level, right arm, sequela",S55211S,S55211S,,Yes,
"Military operations involving destruction of aircraft due to onboard fire, civilian, sequela",Y37131S,Y37131S,,Yes,
"Maternal care for abnormalities of the fetal heart rate or rhythm, third trimester, fetus 1",O368331,O368331,,Yes,
Tobacco use,Z720,Z720,,Yes,
"Displaced transverse fracture of shaft of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S82221F,S82221F,,Yes,
"Displaced fracture of medial condyle of unspecified tibia, subsequent encounter for closed fracture with routine healing",S82133D,S82133D,,Yes,
"Laceration without foreign body of left buttock, sequela",S31821S,S31821S,,Yes,
"Galeazzi's fracture of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",S52371C,S52371C,,Yes,
Encounter for attention to ileostomy,Z432,Z432,,Yes,
"Complete traumatic metacarpophalangeal amputation of right thumb, subsequent encounter",S68011D,S68011D,,Yes,
"Unspecified superficial injury of other finger, initial encounter",S60948A,S60948A,,Yes,
Tight hymenal ring,N896,N896,,Yes,
Accessory nipple,Q833,Q833,,Yes,
"Salter-Harris Type IV physeal fracture of upper end of left tibia, subsequent encounter for fracture with malunion",S89042P,S89042P,,Yes,
"Hemarthrosis, unspecified ankle",M25073,M25073,,Yes,
Inflamed seborrheic keratosis,L820,L820,,Yes,
"Minor laceration of head of pancreas, subsequent encounter",S36240D,S36240D,,Yes,
"Displacement of internal fixation device of other bones, sequela",T84228S,T84228S,,Yes,
Desmoid tumor of abdominal wall,D48113,D48113,,Yes,
"Folds and rupture in Bowman's membrane, left eye",H18312,H18312,,Yes,
"Toxic effect of unspecified gases, fumes and vapors, intentional self-harm, subsequent encounter",T5992XD,T5992XD,,Yes,
Newborn affected by intrauterine (fetal) blood loss from vasa previa,P500,P500,,Yes,
Gingival enlargement,K061,K061,,Yes,
"Osteonecrosis due to previous trauma, left hand",M87242,M87242,,Yes,
"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified",N839,N839,,Yes,
"Poisoning by pyrazolone derivatives, undetermined, subsequent encounter",T392X4D,T392X4D,,Yes,
"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",E1037X2,E1037X2,,Yes,
"Effusion, right hand",M25441,M25441,,Yes,
"Nondisplaced osteochondral fracture of left patella, initial encounter for closed fracture",S82015A,S82015A,,Yes,
"Nondisplaced fracture of neck of second metacarpal bone, right hand, initial encounter for open fracture",S62360B,S62360B,,Yes,
"Insect bite (nonvenomous) of unspecified upper arm, initial encounter",S40869A,S40869A,,Yes,
"Calcium deposit in bursa, right wrist",M71431,M71431,,Yes,
"Medial subluxation of left ulnohumeral joint, initial encounter",S53132A,S53132A,,Yes,
"Unspecified injury of flexor muscle, fascia and tendon of left ring finger at forearm level, subsequent encounter",S56106D,S56106D,,Yes,
"Magnetic metal coin entering into or through a natural orifice, sequela",W44D2XS,W44D2XS,,Yes,
"Greenstick fracture of shaft of unspecified ulna, subsequent encounter for fracture with nonunion",S52219K,S52219K,,Yes,
"Pre-existing type 2 diabetes mellitus, in pregnancy, third trimester",O24113,O24113,,Yes,
"Person boarding or alighting a car injured in collision with pedestrian or animal, initial encounter",V404XXA,V404XXA,,Yes,
"Other physeal fracture of upper end of left fibula, subsequent encounter for fracture with delayed healing",S89292G,S89292G,,Yes,
Endometriosis of lung,N80B2,N80B2,,Yes,
"Unspecified fracture of shaft of right ulna, initial encounter for closed fracture",S52201A,S52201A,,Yes,
"Displaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S72133J,S72133J,,Yes,
"Drowning and submersion due to unspecified watercraft overturning, subsequent encounter",V9009XD,V9009XD,,Yes,
"Blister (nonthermal) of unspecified shoulder, subsequent encounter",S40229D,S40229D,,Yes,
"Displaced comminuted fracture of shaft of unspecified tibia, subsequent encounter for closed fracture with malunion",S82253P,S82253P,,Yes,
"Congenital absence of both lower leg and foot, bilateral",Q7223,Q7223,,Yes,
Secondary hyperparathyroidism of renal origin,N2581,N2581,,Yes,
Immunoproliferative small intestinal disease,C883,C883,,Yes,
"Maternal care for known or suspected placental insufficiency, second trimester, fetus 3",O365123,O365123,,Yes,
"Unspecified fracture of fourth metacarpal bone, right hand, initial encounter for open fracture",S62304B,S62304B,,Yes,
"Underdosing of pyrazolone derivatives, initial encounter",T392X6A,T392X6A,,Yes,
"Granulomatous disorder of the skin and subcutaneous tissue, unspecified",L929,L929,,Yes,
"Person injured in unspecified nonmotor-vehicle accident, traffic, initial encounter",V893XXA,V893XXA,,Yes,
"Burn of third degree of left thumb (nail), initial encounter",T23312A,T23312A,,Yes,
Type 1 diabetes mellitus with diabetic cataract,E1036,E1036,,Yes,
"Laceration with foreign body, unspecified lower leg, sequela",S81829S,S81829S,,Yes,
"Pre-existing secondary hypertension complicating pregnancy, unspecified trimester",O10419,O10419,,Yes,
Exostosis of right orbit,H05351,H05351,,Yes,
"Displaced fracture of unspecified tibial spine, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82113R,S82113R,,Yes,
"Lead-induced gout, vertebrae",M1018,M1018,,Yes,
"Adverse effect of antidotes and chelating agents, sequela",T506X5S,T506X5S,,Yes,
"Foreign body of alimentary tract, part unspecified, sequela",T189XXS,T189XXS,,Yes,
"Supervision of young multigravida, second trimester",O09622,O09622,,Yes,
"Burn of unspecified degree of multiple sites of right lower limb, except ankle and foot, subsequent encounter",T24091D,T24091D,,Yes,
"Decreased fetal movements, unspecified trimester, not applicable or unspecified",O368190,O368190,,Yes,
"Nondisplaced fracture of middle phalanx of right index finger, subsequent encounter for fracture with malunion",S62650P,S62650P,,Yes,
"Anterior displaced fracture of sternal end of unspecified clavicle, subsequent encounter for fracture with delayed healing",S42013G,S42013G,,Yes,
"Nontraumatic ischemic infarction of muscle, unspecified hand",M62249,M62249,,Yes,
"Crushing injury of unspecified hip with thigh, subsequent encounter",S7720XD,S7720XD,,Yes,
Acute recurrent sialoadenitis,K1122,K1122,,Yes,
"Laceration with foreign body of unspecified upper arm, sequela",S41129S,S41129S,,Yes,
"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",E113391,E113391,,Yes,
Typhoid pneumonia,A0103,A0103,,Yes,
Postthrombotic syndrome without complications of unspecified extremity,I87009,I87009,,Yes,
Encounter for removal of internal fixation device,Z472,Z472,,Yes,
Other secondary syphilis of skin,A5139,A5139,,Yes,
"Dislocation of other carpometacarpal joint of unspecified hand, sequela",S63056S,S63056S,,Yes,
"Nondisplaced fracture of proximal phalanx of right middle finger, sequela",S62642S,S62642S,,Yes,
"Contusion of bilateral back wall of thorax, subsequent encounter",S20223D,S20223D,,Yes,
"Exstrophy of urinary bladder, unspecified",Q6410,Q6410,,Yes,
"Nondisplaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type I or II with malunion",S8254XQ,S8254XQ,,Yes,
"Unspecified injury of prostate, sequela",S37829S,S37829S,,Yes,
"Breakdown (mechanical) of internal fixation device of bone of left lower leg, subsequent encounter",T84117D,T84117D,,Yes,
"Unspecified fracture of left acetabulum, initial encounter for open fracture",S32402B,S32402B,,Yes,
"Nondisplaced fracture of third metatarsal bone, right foot, subsequent encounter for fracture with delayed healing",S92334G,S92334G,,Yes,
"Corrosion of unspecified degree of unspecified upper arm, subsequent encounter",T22439D,T22439D,,Yes,
"Crushing injury of left hand, sequela",S6722XS,S6722XS,,Yes,
"Displaced fracture of distal phalanx of left great toe, initial encounter for closed fracture",S92422A,S92422A,,Yes,
"Other atherosclerosis of other type of bypass graft(s) of the extremities, unspecified extremity",I70799,I70799,,Yes,
"Other injury of extensor muscle, fascia and tendon of right index finger at forearm level, sequela",S56491S,S56491S,,Yes,
"Other injury of flexor muscle, fascia and tendon of right index finger at forearm level, initial encounter",S56191A,S56191A,,Yes,
"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, assault, sequela",T653X3S,T653X3S,,Yes,
"Legal intervention involving unspecified blunt objects, suspect injured, initial encounter",Y35303A,Y35303A,,Yes,
"Injury of axillary nerve, unspecified arm, sequela",S4430XS,S4430XS,,Yes,
"Poisoning by phenothiazine antipsychotics and neuroleptics, undetermined, sequela",T433X4S,T433X4S,,Yes,
Incisional hernia without obstruction or gangrene,K432,K432,,Yes,
"Nondisplaced fracture of shaft of first metacarpal bone, right hand, subsequent encounter for fracture with nonunion",S62244K,S62244K,,Yes,
"Pathological fracture, right humerus, subsequent encounter for fracture with delayed healing",M84421G,M84421G,,Yes,
"Poisoning by other systemic antibiotics, assault, sequela",T368X3S,T368X3S,,Yes,
"Contusion of gallbladder, initial encounter",S36122A,S36122A,,Yes,
"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with routine healing",S52356E,S52356E,,Yes,
"Unspecified injury of other blood vessels at lower leg level, right leg, subsequent encounter",S85801D,S85801D,,Yes,
"Other mechanical complication of other cardiac and vascular devices and implants, initial encounter",T82598A,T82598A,,Yes,
"Laceration without foreign body of oral cavity, subsequent encounter",S01512D,S01512D,,Yes,
Coccidioidomycosis meningitis,B384,B384,,Yes,
Acne varioliformis,L702,L702,,Yes,
"Other fracture of shaft of left fibula, subsequent encounter for closed fracture with nonunion",S82492K,S82492K,,Yes,
"Age-related cataract, morgagnian type, right eye",H2521,H2521,,Yes,
"Laceration of adductor muscle, fascia and tendon of unspecified thigh, subsequent encounter",S76229D,S76229D,,Yes,
"Focal chorioretinal inflammation, macular or paramacular, left eye",H30042,H30042,,Yes,
"Poisoning by other antacids and anti-gastric-secretion drugs, undetermined, initial encounter",T471X4A,T471X4A,,Yes,
"Nondisplaced trimalleolar fracture of right lower leg, sequela",S82854S,S82854S,,Yes,
"Underdosing of other hormone antagonists, initial encounter",T38996A,T38996A,,Yes,
"Pedestrian on standing electric scooter injured in collision with car, pick-up or van in nontraffic accident, subsequent encounter",V03031D,V03031D,,Yes,
Secondary malignant neoplasm of retroperitoneum and peritoneum,C786,C786,,Yes,
"Puncture wound without foreign body of unspecified part of neck, subsequent encounter",S1193XD,S1193XD,,Yes,
Dressler's syndrome,I241,I241,,Yes,
"Displaced longitudinal fracture of left patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S82022F,S82022F,,Yes,
"Strain of muscle, fascia and tendon of long head of biceps, left arm, subsequent encounter",S46112D,S46112D,,Yes,
"Nondisplaced fracture of middle phalanx of other finger, initial encounter for closed fracture",S62658A,S62658A,,Yes,
"Unspecified injury of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, initial encounter",S66105A,S66105A,,Yes,
"Sprain of lateral collateral ligament of unspecified knee, sequela",S83429S,S83429S,,Yes,
"Puncture wound without foreign body of right front wall of thorax without penetration into thoracic cavity, subsequent encounter",S21131D,S21131D,,Yes,
"Nondisplaced midcervical fracture of left femur, sequela",S72035S,S72035S,,Yes,
"Complete lesion at C8 level of cervical spinal cord, subsequent encounter",S14118D,S14118D,,Yes,
Other specified acquired deformities of musculoskeletal system,M958,M958,,Yes,
"Displaced Maisonneuve's fracture of unspecified leg, subsequent encounter for closed fracture with malunion",S82863P,S82863P,,Yes,
"Unspecified dislocation of left shoulder joint, initial encounter",S43005A,S43005A,,Yes,
"Abrasion of left forearm, initial encounter",S50812A,S50812A,,Yes,
"Other subluxation of unspecified foot, sequela",S93333S,S93333S,,Yes,
"Strain of other specified muscles, fascia and tendons at wrist and hand level, right hand, sequela",S66811S,S66811S,,Yes,
"Adverse effect of antiallergic and antiemetic drugs, sequela",T450X5S,T450X5S,,Yes,
"Unspecified trochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",S72109E,S72109E,,Yes,
"Fracture of unspecified carpal bone, right wrist, sequela",S62101S,S62101S,,Yes,
"Striking against unspecified object with subsequent fall, sequela",W1800XS,W1800XS,,Yes,
"Epidural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter",S064X3D,S064X3D,,Yes,
"Contact with blunt object, undetermined intent, subsequent encounter",Y29XXXD,Y29XXXD,,Yes,
"Pauciarticular juvenile rheumatoid arthritis, unspecified knee",M08469,M08469,,Yes,
"Toxic effect of strychnine and its salts, intentional self-harm, sequela",T651X2S,T651X2S,,Yes,
"Dislocation of other carpometacarpal joint of right hand, subsequent encounter",S63054D,S63054D,,Yes,
"Poisoning by anterior pituitary [adenohypophyseal] hormones, accidental (unintentional), initial encounter",T38811A,T38811A,,Yes,
"Endocrine, nutritional and metabolic diseases complicating pregnancy, first trimester",O99281,O99281,,Yes,
"Magnetic metal object unspecified, entering into or through a natural orifice, sequela",W44D0XS,W44D0XS,,Yes,
Postmeningococcal arthritis,A3984,A3984,,Yes,
Malignant melanoma of unspecified ear and external auricular canal,C4320,C4320,,Yes,
"Displaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for closed fracture with routine healing",S72461D,S72461D,,Yes,
"Toxic effect of carbon monoxide from unspecified source, undetermined, sequela",T5894XS,T5894XS,,Yes,
"Congenital shortening of upper limb, bilateral",Q71813,Q71813,,Yes,
"Breakdown (mechanical) of other urinary devices and implants, subsequent encounter",T83118D,T83118D,,Yes,
"Burn of unspecified internal organ, initial encounter",T2840XA,T2840XA,,Yes,
"Other fracture of unspecified thoracic vertebra, subsequent encounter for fracture with nonunion",S22008K,S22008K,,Yes,
"Poisoning by selective serotonin and norepinephrine reuptake inhibitors, accidental (unintentional), subsequent encounter",T43211D,T43211D,,Yes,
"Other specified injuries of shoulder and upper arm, unspecified arm, sequela",S4980XS,S4980XS,,Yes,
"Varus deformity, not elsewhere classified, left elbow",M21122,M21122,,Yes,
"Other articular cartilage disorders, left foot",M24175,M24175,,Yes,
"Displaced fracture of lateral condyle of right humerus, subsequent encounter for fracture with delayed healing",S42451G,S42451G,,Yes,
"Laceration without foreign body of vagina and vulva, subsequent encounter",S3141XD,S3141XD,,Yes,
"Other injury of intrinsic muscle, fascia and tendon of unspecified finger at wrist and hand level, initial encounter",S66599A,S66599A,,Yes,
"Underdosing of other antidepressants, subsequent encounter",T43296D,T43296D,,Yes,
"Lesion of lateral popliteal nerve, right lower limb",G5731,G5731,,Yes,
"Burn of first degree of left knee, subsequent encounter",T24122D,T24122D,,Yes,
"Displaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S52222J,S52222J,,Yes,
"Contusion of thoracic trachea, subsequent encounter",S2752XD,S2752XD,,Yes,
"Passenger in heavy transport vehicle injured in collision with unspecified motor vehicles in nontraffic accident, initial encounter",V6910XA,V6910XA,,Yes,
"Displaced fracture of lateral cuneiform of unspecified foot, sequela",S92223S,S92223S,,Yes,
"Intentional self-harm by other larger firearm discharge, initial encounter",X738XXA,X738XXA,,Yes,
"Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S52223R,S52223R,,Yes,
"Broken internal joint prosthesis, other site, initial encounter",T84018A,T84018A,,Yes,
"Contusion of left ring finger without damage to nail, subsequent encounter",S60042D,S60042D,,Yes,
Fissure and fistula of nipple,N640,N640,,Yes,
"Maternal care for transverse and oblique lie, fetus 3",O322XX3,O322XX3,,Yes,
Arthritis of right temporomandibular joint,M26641,M26641,,Yes,
"Injury of median nerve at wrist and hand level of unspecified arm, subsequent encounter",S6410XD,S6410XD,,Yes,
"Other specified injury of other blood vessels at forearm level, left arm, subsequent encounter",S55892D,S55892D,,Yes,
Nontraumatic subarachnoid hemorrhage from left carotid siphon and bifurcation,I6002,I6002,,Yes,
Benign neoplasm of uterine tubes and ligaments,D282,D282,,Yes,
"Other extraarticular fracture of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S52552N,S52552N,,Yes,
"Unspecified injury of unspecified blood vessel at ankle and foot level, right leg, sequela",S95901S,S95901S,,Yes,
Occlusion and stenosis of right middle cerebral artery,I6601,I6601,,Yes,
"Aggressive periodontitis, localized, severe",K05213,K05213,,Yes,
"Lead-induced gout, right hip",M10151,M10151,,Yes,
"Nondisplaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture type I or II with delayed healing",S82225H,S82225H,,Yes,
"Toxic effect of herbicides and fungicides, accidental (unintentional), sequela",T603X1S,T603X1S,,Yes,
"Nondisplaced other extraarticular fracture of right calcaneus, subsequent encounter for fracture with delayed healing",S92054G,S92054G,,Yes,
Atypical atrial flutter,I484,I484,,Yes,
"Superficial foreign body of left ear, subsequent encounter",S00452D,S00452D,,Yes,
"Intentional self-harm by other sharp object, sequela",X788XXS,X788XXS,,Yes,
"Blister (nonthermal) of left wrist, initial encounter",S60822A,S60822A,,Yes,
Other viral agents as the cause of diseases classified elsewhere,B9789,B9789,,Yes,
Dental caries on pit and fissure surface limited to enamel,K0251,K0251,,Yes,
"Other instability, left ankle",M25372,M25372,,Yes,
"Subluxation of interphalangeal joint of unspecified toe(s), sequela",S93139S,S93139S,,Yes,
"Drowning and submersion due to being washed overboard from (nonpowered) inflatable craft, subsequent encounter",V9226XD,V9226XD,,Yes,
"Laceration without foreign body of abdominal wall, periumbilic region with penetration into peritoneal cavity, subsequent encounter",S31615D,S31115D,,No,
"Jumping or diving from boat striking water surface causing drowning and submersion, sequela",W16711S,W16711S,,Yes,
"Other specified injury of unspecified carotid artery, sequela",S15099S,S15099S,,Yes,
"Burn of unspecified degree of unspecified multiple fingers (nail), not including thumb, initial encounter",T23039A,T23039A,,Yes,
"Greenstick fracture of shaft of radius, right arm, initial encounter for closed fracture",S52311A,S52311A,,Yes,
"Other fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S72491N,S72491N,,Yes,
"Toxic effect of contact with venomous marine plant, assault, subsequent encounter",T63713D,T63713D,,Yes,
"Myositis ossificans progressiva, unspecified ankle",M61173,M61173,,Yes,
"Displaced fracture of middle phalanx of left lesser toe(s), subsequent encounter for fracture with delayed healing",S92522G,S92522G,,Yes,
"Unspecified sprain of unspecified hip, subsequent encounter",S73109D,S73109D,,Yes,
Retractile testis,Q5522,Q5522,,Yes,
