Diagnosis Description,Reference Code,Retrieve-Rank,Vanilla GPT-3.5-turbo,Retrieve-Rank Match,Vanilla GPT-3.5 turbo match
Malignant neoplasm of unspecified ciliary body,C6940,C6940,,Yes,
Malignant neoplasm of right ciliary body,C6941,C6941,,Yes,
Malignant neoplasm of left ciliary body,C6942,C6942,,Yes,
Malignant neoplasm of unspecified lacrimal gland and duct,C6950,C6950,,Yes,
Malignant neoplasm of right lacrimal gland and duct,C6951,C6951,,Yes,
Malignant neoplasm of left lacrimal gland and duct,C6952,C6952,,Yes,
Malignant neoplasm of unspecified orbit,C6960,C6960,,Yes,
Malignant neoplasm of right orbit,C6961,C6961,,Yes,
Malignant neoplasm of left orbit,C6962,C6962,,Yes,
Malignant neoplasm of overlapping sites of unspecified eye and adnexa,C6980,C6980,,Yes,
Malignant neoplasm of overlapping sites of right eye and adnexa,C6981,C6981,,Yes,
Malignant neoplasm of overlapping sites of left eye and adnexa,C6982,C6982,,Yes,
Malignant neoplasm of unspecified site of unspecified eye,C6990,C6990,,Yes,
Malignant neoplasm of unspecified site of right eye,C6991,C6991,,Yes,
Malignant neoplasm of unspecified site of left eye,C6992,C6992,,Yes,
Malignant neoplasm of cerebral meninges,C700,C700,,Yes,
Malignant neoplasm of spinal meninges,C701,C701,,Yes,
"Malignant neoplasm of meninges, unspecified",C709,C709,,Yes,
"Malignant neoplasm of cerebrum, except lobes and ventricles",C710,C710,,Yes,
Malignant neoplasm of frontal lobe,C711,C711,,Yes,
Malignant neoplasm of temporal lobe,C712,C712,,Yes,
Malignant neoplasm of parietal lobe,C713,C713,,Yes,
Malignant neoplasm of occipital lobe,C714,C714,,Yes,
Malignant neoplasm of cerebral ventricle,C715,C715,,Yes,
Malignant neoplasm of cerebellum,C716,C716,,Yes,
Malignant neoplasm of brain stem,C717,C717,,Yes,
Malignant neoplasm of overlapping sites of brain,C718,C718,,Yes,
"Malignant neoplasm of brain, unspecified",C719,C719,,Yes,
Malignant neoplasm of spinal cord,C720,C720,,Yes,
Malignant neoplasm of cauda equina,C721,C721,,Yes,
Malignant neoplasm of unspecified olfactory nerve,C7220,C7220,,Yes,
Malignant neoplasm of right olfactory nerve,C7221,C7221,,Yes,
Malignant neoplasm of left olfactory nerve,C7222,C7222,,Yes,
Malignant neoplasm of unspecified optic nerve,C7230,C7230,,Yes,
Malignant neoplasm of right optic nerve,C7231,C7231,,Yes,
Malignant neoplasm of left optic nerve,C7232,C7232,,Yes,
Malignant neoplasm of unspecified acoustic nerve,C7240,C7240,,Yes,
Malignant neoplasm of right acoustic nerve,C7241,C7241,,Yes,
Malignant neoplasm of left acoustic nerve,C7242,C7242,,Yes,
Malignant neoplasm of unspecified cranial nerve,C7250,C7250,,Yes,
Malignant neoplasm of other cranial nerves,C7259,C7259,,Yes,
"Malignant neoplasm of central nervous system, unspecified",C729,C729,,Yes,
Malignant neoplasm of thyroid gland,C73,C73,,Yes,
Malignant neoplasm of cortex of unspecified adrenal gland,C7400,C7400,,Yes,
Malignant neoplasm of cortex of right adrenal gland,C7401,C7401,,Yes,
Malignant neoplasm of cortex of left adrenal gland,C7402,C7402,,Yes,
Malignant neoplasm of medulla of unspecified adrenal gland,C7410,C7410,,Yes,
Malignant neoplasm of medulla of right adrenal gland,C7411,C7411,,Yes,
Malignant neoplasm of medulla of left adrenal gland,C7412,C7412,,Yes,
Malignant neoplasm of unspecified part of unspecified adrenal gland,C7490,C7490,,Yes,
Malignant neoplasm of unspecified part of right adrenal gland,C7491,C7491,,Yes,
Malignant neoplasm of unspecified part of left adrenal gland,C7492,C7492,,Yes,
Malignant neoplasm of parathyroid gland,C750,C750,,Yes,
Malignant neoplasm of pituitary gland,C751,C751,,Yes,
Malignant neoplasm of craniopharyngeal duct,C752,C752,,Yes,
Malignant neoplasm of pineal gland,C753,C753,,Yes,
Malignant neoplasm of carotid body,C754,C754,,Yes,
Malignant neoplasm of aortic body and other paraganglia,C755,C755,,Yes,
"Malignant neoplasm with pluriglandular involvement, unspecified",C758,C758,,Yes,
"Malignant neoplasm of endocrine gland, unspecified",C759,C759,,Yes,
Malignant carcinoid tumor of unspecified site,C7A00,C7A00,,Yes,
Malignant carcinoid tumor of the duodenum,C7A010,C7A010,,Yes,
Malignant carcinoid tumor of the jejunum,C7A011,C7A011,,Yes,
Malignant carcinoid tumor of the ileum,C7A012,C7A012,,Yes,
"Malignant carcinoid tumor of the small intestine, unspecified portion",C7A019,C7A019,,Yes,
Malignant carcinoid tumor of the appendix,C7A020,C7A020,,Yes,
Malignant carcinoid tumor of the cecum,C7A021,C7A021,,Yes,
Malignant carcinoid tumor of the ascending colon,C7A022,C7A022,,Yes,
Malignant carcinoid tumor of the transverse colon,C7A023,C7A023,,Yes,
Malignant carcinoid tumor of the descending colon,C7A024,C7A024,,Yes,
Malignant carcinoid tumor of the sigmoid colon,C7A025,C7A025,,Yes,
Malignant carcinoid tumor of the rectum,C7A026,C7A026,,Yes,
"Malignant carcinoid tumor of the large intestine, unspecified portion",C7A029,C7A029,,Yes,
Malignant carcinoid tumor of the bronchus and lung,C7A090,C7A090,,Yes,
Malignant carcinoid tumor of the thymus,C7A091,C7A091,,Yes,
Malignant carcinoid tumor of the stomach,C7A092,C7A092,,Yes,
Malignant carcinoid tumor of the kidney,C7A093,C7A093,,Yes,
"Malignant carcinoid tumor of the foregut, unspecified",C7A094,C7A094,,Yes,
"Malignant carcinoid tumor of the midgut, unspecified",C7A095,C7A095,,Yes,
"Malignant carcinoid tumor of the hindgut, unspecified",C7A096,C7A096,,Yes,
Malignant carcinoid tumors of other sites,C7A098,C7A098,,Yes,
Malignant poorly differentiated neuroendocrine tumors,C7A1,C7A1,,Yes,
Other malignant neuroendocrine tumors,C7A8,C7A8,,Yes,
"Secondary carcinoid tumors, unspecified site",C7B00,C7B00,,Yes,
Secondary carcinoid tumors of distant lymph nodes,C7B01,C7B01,,Yes,
Secondary carcinoid tumors of liver,C7B02,C7B02,,Yes,
Secondary carcinoid tumors of bone,C7B03,C7B03,,Yes,
Secondary carcinoid tumors of peritoneum,C7B04,C7B04,,Yes,
Secondary carcinoid tumors of other sites,C7B09,C7B09,,Yes,
Secondary Merkel cell carcinoma,C7B1,C7B1,,Yes,
Other secondary neuroendocrine tumors,C7B8,C7B8,,Yes,
"Malignant neoplasm of head, face and neck",C760,C760,,Yes,
Malignant neoplasm of thorax,C761,C761,,Yes,
Malignant neoplasm of abdomen,C762,C762,,Yes,
Malignant neoplasm of pelvis,C763,C763,,Yes,
Malignant neoplasm of unspecified upper limb,C7640,C7640,,Yes,
Malignant neoplasm of right upper limb,C7641,C7641,,Yes,
Malignant neoplasm of left upper limb,C7642,C7642,,Yes,
Malignant neoplasm of unspecified lower limb,C7650,C7650,,Yes,
Malignant neoplasm of right lower limb,C7651,C7651,,Yes,
Malignant neoplasm of left lower limb,C7652,C7652,,Yes,
Malignant neoplasm of other specified ill-defined sites,C768,C768,,Yes,
"Secondary and unspecified malignant neoplasm of lymph nodes of head, face and neck",C770,C770,,Yes,
Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes,C771,C771,,Yes,
Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,C772,C772,,Yes,
Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,C773,C773,,Yes,
Secondary and unspecified malignant neoplasm of inguinal and lower limb lymph nodes,C774,C774,,Yes,
Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes,C775,C775,,Yes,
Secondary and unspecified malignant neoplasm of lymph nodes of multiple regions,C778,C778,,Yes,
"Secondary and unspecified malignant neoplasm of lymph node, unspecified",C779,C775,,No,
Secondary malignant neoplasm of unspecified lung,C7800,C7800,,Yes,
Secondary malignant neoplasm of right lung,C7801,C7801,,Yes,
Secondary malignant neoplasm of left lung,C7802,C7802,,Yes,
Secondary malignant neoplasm of mediastinum,C781,C781,,Yes,
Secondary malignant neoplasm of pleura,C782,C782,,Yes,
Secondary malignant neoplasm of unspecified respiratory organ,C7830,C7830,,Yes,
Secondary malignant neoplasm of other respiratory organs,C7839,C7839,,Yes,
Secondary malignant neoplasm of small intestine,C784,C784,,Yes,
Secondary malignant neoplasm of large intestine and rectum,C785,C785,,Yes,
Secondary malignant neoplasm of retroperitoneum and peritoneum,C786,C786,,Yes,
Secondary malignant neoplasm of liver and intrahepatic bile duct,C787,C787,,Yes,
Secondary malignant neoplasm of unspecified digestive organ,C7880,C7880,,Yes,
Secondary malignant neoplasm of other digestive organs,C7889,C7889,,Yes,
Secondary malignant neoplasm of unspecified kidney and renal pelvis,C7900,C7900,,Yes,
Secondary malignant neoplasm of right kidney and renal pelvis,C7901,C7901,,Yes,
Secondary malignant neoplasm of left kidney and renal pelvis,C7902,C7902,,Yes,
Secondary malignant neoplasm of unspecified urinary organs,C7910,C7910,,Yes,
Secondary malignant neoplasm of bladder,C7911,C7911,,Yes,
Secondary malignant neoplasm of other urinary organs,C7919,C7919,,Yes,
Secondary malignant neoplasm of skin,C792,C792,,Yes,
Secondary malignant neoplasm of brain,C7931,C7931,,Yes,
Secondary malignant neoplasm of cerebral meninges,C7932,C7932,,Yes,
Secondary malignant neoplasm of unspecified part of nervous system,C7940,C7940,,Yes,
Secondary malignant neoplasm of other parts of nervous system,C7949,C7949,,Yes,
Secondary malignant neoplasm of bone,C7951,C7951,,Yes,
Secondary malignant neoplasm of bone marrow,C7952,C7952,,Yes,
Secondary malignant neoplasm of unspecified ovary,C7960,C7960,,Yes,
Secondary malignant neoplasm of right ovary,C7961,C7961,,Yes,
Secondary malignant neoplasm of left ovary,C7962,C7962,,Yes,
Secondary malignant neoplasm of bilateral ovaries,C7963,C7963,,Yes,
Secondary malignant neoplasm of unspecified adrenal gland,C7970,C7970,,Yes,
Secondary malignant neoplasm of right adrenal gland,C7971,C7971,,Yes,
Secondary malignant neoplasm of left adrenal gland,C7972,C7972,,Yes,
Secondary malignant neoplasm of breast,C7981,C7981,,Yes,
Secondary malignant neoplasm of genital organs,C7982,C7982,,Yes,
Secondary malignant neoplasm of other specified sites,C7989,C7989,,Yes,
Secondary malignant neoplasm of unspecified site,C799,C799,,Yes,
"Disseminated malignant neoplasm, unspecified",C800,C800,,Yes,
"Malignant (primary) neoplasm, unspecified",C801,C801,,Yes,
Malignant neoplasm associated with transplanted organ,C802,C802,,Yes,
"Nodular lymphocyte predominant Hodgkin lymphoma, unspecified site",C8100,C8100,,Yes,
"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of head, face, and neck",C8101,C8101,,Yes,
"Nodular lymphocyte predominant Hodgkin lymphoma, intrathoracic lymph nodes",C8102,C8102,,Yes,
"Nodular lymphocyte predominant Hodgkin lymphoma, intra-abdominal lymph nodes",C8103,C8103,,Yes,
"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of axilla and upper limb",C8104,C8104,,Yes,
"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",C8105,C8105,,Yes,
"Nodular lymphocyte predominant Hodgkin lymphoma, intrapelvic lymph nodes",C8106,C8106,,Yes,
"Nodular lymphocyte predominant Hodgkin lymphoma, spleen",C8107,C8107,,Yes,
"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of multiple sites",C8108,C8108,,Yes,
"Nodular lymphocyte predominant Hodgkin lymphoma, extranodal and solid organ sites",C8109,C8109,,Yes,
"Nodular sclerosis Hodgkin lymphoma, unspecified site",C8110,C8110,,Yes,
"Nodular sclerosis Hodgkin lymphoma, lymph nodes of head, face, and neck",C8111,C8111,,Yes,
"Nodular sclerosis Hodgkin lymphoma, intrathoracic lymph nodes",C8112,C8112,,Yes,
"Nodular sclerosis Hodgkin lymphoma, intra-abdominal lymph nodes",C8113,C8113,,Yes,
"Nodular sclerosis Hodgkin lymphoma, lymph nodes of axilla and upper limb",C8114,C8114,,Yes,
"Nodular sclerosis Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",C8115,C8115,,Yes,
"Nodular sclerosis Hodgkin lymphoma, intrapelvic lymph nodes",C8116,C8116,,Yes,
"Nodular sclerosis Hodgkin lymphoma, spleen",C8117,C8117,,Yes,
"Nodular sclerosis Hodgkin lymphoma, lymph nodes of multiple sites",C8118,C8118,,Yes,
"Nodular sclerosis Hodgkin lymphoma, extranodal and solid organ sites",C8119,C8119,,Yes,
"Mixed cellularity Hodgkin lymphoma, unspecified site",C8120,C8120,,Yes,
"Mixed cellularity Hodgkin lymphoma, lymph nodes of head, face, and neck",C8121,C8121,,Yes,
"Mixed cellularity Hodgkin lymphoma, intrathoracic lymph nodes",C8122,C8122,,Yes,
"Mixed cellularity Hodgkin lymphoma, intra-abdominal lymph nodes",C8123,C8123,,Yes,
"Mixed cellularity Hodgkin lymphoma, lymph nodes of axilla and upper limb",C8124,C8124,,Yes,
"Mixed cellularity Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",C8125,C8125,,Yes,
"Mixed cellularity Hodgkin lymphoma, intrapelvic lymph nodes",C8126,C8126,,Yes,
"Mixed cellularity Hodgkin lymphoma, spleen",C8127,C8127,,Yes,
"Mixed cellularity Hodgkin lymphoma, lymph nodes of multiple sites",C8128,C8128,,Yes,
"Mixed cellularity Hodgkin lymphoma, extranodal and solid organ sites",C8129,C8129,,Yes,
"Lymphocyte depleted Hodgkin lymphoma, unspecified site",C8130,C8130,,Yes,
"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of head, face, and neck",C8131,C8131,,Yes,
"Lymphocyte depleted Hodgkin lymphoma, intrathoracic lymph nodes",C8132,C8132,,Yes,
"Lymphocyte depleted Hodgkin lymphoma, intra-abdominal lymph nodes",C8133,C8133,,Yes,
"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of axilla and upper limb",C8134,C8134,,Yes,
"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",C8135,C8135,,Yes,
"Lymphocyte depleted Hodgkin lymphoma, intrapelvic lymph nodes",C8136,C8136,,Yes,
"Lymphocyte depleted Hodgkin lymphoma, spleen",C8137,C8137,,Yes,
"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of multiple sites",C8138,C8138,,Yes,
"Lymphocyte depleted Hodgkin lymphoma, extranodal and solid organ sites",C8139,C8139,,Yes,
"Lymphocyte-rich Hodgkin lymphoma, unspecified site",C8140,C8140,,Yes,
"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of head, face, and neck",C8141,C8141,,Yes,
"Lymphocyte-rich Hodgkin lymphoma, intrathoracic lymph nodes",C8142,C8142,,Yes,
"Lymphocyte-rich Hodgkin lymphoma, intra-abdominal lymph nodes",C8143,C8143,,Yes,
"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of axilla and upper limb",C8144,C8144,,Yes,
"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",C8145,C8145,,Yes,
"Lymphocyte-rich Hodgkin lymphoma, intrapelvic lymph nodes",C8146,C8146,,Yes,
"Lymphocyte-rich Hodgkin lymphoma, spleen",C8147,C8147,,Yes,
"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of multiple sites",C8148,C8148,,Yes,
"Lymphocyte-rich Hodgkin lymphoma, extranodal and solid organ sites",C8149,C8149,,Yes,
"Other Hodgkin lymphoma, unspecified site",C8170,C8170,,Yes,
"Other Hodgkin lymphoma, lymph nodes of head, face, and neck",C8171,C8171,,Yes,
"Other Hodgkin lymphoma, intrathoracic lymph nodes",C8172,C8172,,Yes,
"Other Hodgkin lymphoma, intra-abdominal lymph nodes",C8173,C8173,,Yes,
"Other Hodgkin lymphoma, lymph nodes of axilla and upper limb",C8174,C8174,,Yes,
"Other Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",C8175,C8175,,Yes,
"Other Hodgkin lymphoma, intrapelvic lymph nodes",C8176,C8176,,Yes,
"Other Hodgkin lymphoma, spleen",C8177,C8177,,Yes,
"Other Hodgkin lymphoma, lymph nodes of multiple sites",C8178,C8178,,Yes,
"Other Hodgkin lymphoma, extranodal and solid organ sites",C8179,C8179,,Yes,
"Hodgkin lymphoma, unspecified, unspecified site",C8190,C8190,,Yes,
"Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck",C8191,C8191,,Yes,
"Hodgkin lymphoma, unspecified, intrathoracic lymph nodes",C8192,C8192,,Yes,
"Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes",C8193,C8193,,Yes,
"Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb",C8194,C8194,,Yes,
"Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb",C8195,C8195,,Yes,
"Hodgkin lymphoma, unspecified, intrapelvic lymph nodes",C8196,C8196,,Yes,
"Hodgkin lymphoma, unspecified, spleen",C8197,C8197,,Yes,
"Hodgkin lymphoma, unspecified, lymph nodes of multiple sites",C8198,C8198,,Yes,
"Hodgkin lymphoma, unspecified, extranodal and solid organ sites",C8199,C8199,,Yes,
"Follicular lymphoma grade I, unspecified site",C8200,C8200,,Yes,
"Follicular lymphoma grade I, lymph nodes of head, face, and neck",C8201,C8201,,Yes,
"Follicular lymphoma grade I, intrathoracic lymph nodes",C8202,C8202,,Yes,
"Follicular lymphoma grade I, intra-abdominal lymph nodes",C8203,C8203,,Yes,
"Follicular lymphoma grade I, lymph nodes of axilla and upper limb",C8204,C8204,,Yes,
"Follicular lymphoma grade I, lymph nodes of inguinal region and lower limb",C8205,C8205,,Yes,
"Follicular lymphoma grade I, intrapelvic lymph nodes",C8206,C8206,,Yes,
"Follicular lymphoma grade I, spleen",C8207,C8207,,Yes,
"Follicular lymphoma grade I, lymph nodes of multiple sites",C8208,C8208,,Yes,
"Follicular lymphoma grade I, extranodal and solid organ sites",C8209,C8209,,Yes,
"Follicular lymphoma grade II, unspecified site",C8210,C8210,,Yes,
"Follicular lymphoma grade II, lymph nodes of head, face, and neck",C8211,C8211,,Yes,
"Follicular lymphoma grade II, intrathoracic lymph nodes",C8212,C8212,,Yes,
"Follicular lymphoma grade II, intra-abdominal lymph nodes",C8213,C8213,,Yes,
"Follicular lymphoma grade II, lymph nodes of axilla and upper limb",C8214,C8214,,Yes,
"Follicular lymphoma grade II, lymph nodes of inguinal region and lower limb",C8215,C8215,,Yes,
"Follicular lymphoma grade II, intrapelvic lymph nodes",C8216,C8216,,Yes,
"Follicular lymphoma grade II, spleen",C8217,C8217,,Yes,
"Follicular lymphoma grade II, lymph nodes of multiple sites",C8218,C8218,,Yes,
"Follicular lymphoma grade II, extranodal and solid organ sites",C8219,C8219,,Yes,
"Follicular lymphoma grade III, unspecified, unspecified site",C8220,C8220,,Yes,
"Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck",C8221,C8221,,Yes,
"Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes",C8222,C8222,,Yes,
"Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes",C8223,C8223,,Yes,
"Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb",C8224,C8224,,Yes,
"Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb",C8225,C8225,,Yes,
"Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes",C8226,C8226,,Yes,
"Follicular lymphoma grade III, unspecified, spleen",C8227,C8227,,Yes,
"Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites",C8228,C8228,,Yes,
"Follicular lymphoma grade III, unspecified, extranodal and solid organ sites",C8229,C8229,,Yes,
"Follicular lymphoma grade IIIa, unspecified site",C8230,C8230,,Yes,
"Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck",C8231,C8231,,Yes,
"Follicular lymphoma grade IIIa, intrathoracic lymph nodes",C8232,C8232,,Yes,
"Follicular lymphoma grade IIIa, intra-abdominal lymph nodes",C8233,C8233,,Yes,
"Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb",C8234,C8234,,Yes,
"Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb",C8235,C8235,,Yes,
"Follicular lymphoma grade IIIa, intrapelvic lymph nodes",C8236,C8236,,Yes,
"Follicular lymphoma grade IIIa, spleen",C8237,C8237,,Yes,
"Follicular lymphoma grade IIIa, lymph nodes of multiple sites",C8238,C8238,,Yes,
"Follicular lymphoma grade IIIa, extranodal and solid organ sites",C8239,C8239,,Yes,
"Follicular lymphoma grade IIIb, unspecified site",C8240,C8240,,Yes,
"Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck",C8241,C8241,,Yes,
"Follicular lymphoma grade IIIb, intrathoracic lymph nodes",C8242,C8242,,Yes,
"Follicular lymphoma grade IIIb, intra-abdominal lymph nodes",C8243,C8243,,Yes,
"Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb",C8244,C8244,,Yes,
"Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb",C8245,C8245,,Yes,
"Follicular lymphoma grade IIIb, intrapelvic lymph nodes",C8246,C8246,,Yes,
"Follicular lymphoma grade IIIb, spleen",C8247,C8247,,Yes,
"Follicular lymphoma grade IIIb, lymph nodes of multiple sites",C8248,C8248,,Yes,
"Follicular lymphoma grade IIIb, extranodal and solid organ sites",C8249,C8249,,Yes,
"Diffuse follicle center lymphoma, unspecified site",C8250,C8250,,Yes,
"Diffuse follicle center lymphoma, lymph nodes of head, face, and neck",C8251,C8251,,Yes,
"Diffuse follicle center lymphoma, intrathoracic lymph nodes",C8252,C8252,,Yes,
"Diffuse follicle center lymphoma, intra-abdominal lymph nodes",C8253,C8253,,Yes,
"Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb",C8254,C8254,,Yes,
"Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb",C8255,C8255,,Yes,
"Diffuse follicle center lymphoma, intrapelvic lymph nodes",C8256,C8256,,Yes,
"Diffuse follicle center lymphoma, spleen",C8257,C8257,,Yes,
"Diffuse follicle center lymphoma, lymph nodes of multiple sites",C8258,C8258,,Yes,
"Diffuse follicle center lymphoma, extranodal and solid organ sites",C8259,C8259,,Yes,
"Cutaneous follicle center lymphoma, unspecified site",C8260,C8260,,Yes,
"Cutaneous follicle center lymphoma, lymph nodes of head, face, and neck",C8261,C8261,,Yes,
"Cutaneous follicle center lymphoma, intrathoracic lymph nodes",C8262,C8262,,Yes,
"Cutaneous follicle center lymphoma, intra-abdominal lymph nodes",C8263,C8263,,Yes,
"Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb",C8264,C8264,,Yes,
"Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb",C8265,C8265,,Yes,
"Cutaneous follicle center lymphoma, intrapelvic lymph nodes",C8266,C8266,,Yes,
"Cutaneous follicle center lymphoma, spleen",C8267,C8267,,Yes,
"Cutaneous follicle center lymphoma, lymph nodes of multiple sites",C8268,C8268,,Yes,
"Cutaneous follicle center lymphoma, extranodal and solid organ sites",C8269,C8269,,Yes,
"Other types of follicular lymphoma, unspecified site",C8280,C8280,,Yes,
"Other types of follicular lymphoma, lymph nodes of head, face, and neck",C8281,C8281,,Yes,
"Other types of follicular lymphoma, intrathoracic lymph nodes",C8282,C8282,,Yes,
"Other types of follicular lymphoma, intra-abdominal lymph nodes",C8283,C8283,,Yes,
"Other types of follicular lymphoma, lymph nodes of axilla and upper limb",C8284,C8284,,Yes,
"Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb",C8285,C8285,,Yes,
"Other types of follicular lymphoma, intrapelvic lymph nodes",C8286,C8286,,Yes,
"Other types of follicular lymphoma, spleen",C8287,C8287,,Yes,
"Other types of follicular lymphoma, lymph nodes of multiple sites",C8288,C8288,,Yes,
"Other types of follicular lymphoma, extranodal and solid organ sites",C8289,C8289,,Yes,
"Follicular lymphoma, unspecified, unspecified site",C8290,C8290,,Yes,
"Follicular lymphoma, unspecified, lymph nodes of head, face, and neck",C8291,C8291,,Yes,
"Follicular lymphoma, unspecified, intrathoracic lymph nodes",C8292,C8292,,Yes,
"Follicular lymphoma, unspecified, intra-abdominal lymph nodes",C8293,C8293,,Yes,
"Follicular lymphoma, unspecified, lymph nodes of axilla and upper limb",C8294,C8294,,Yes,
"Follicular lymphoma, unspecified, lymph nodes of inguinal region and lower limb",C8295,C8295,,Yes,
"Follicular lymphoma, unspecified, intrapelvic lymph nodes",C8296,C8296,,Yes,
"Follicular lymphoma, unspecified, spleen",C8297,C8297,,Yes,
"Follicular lymphoma, unspecified, lymph nodes of multiple sites",C8298,C8298,,Yes,
"Follicular lymphoma, unspecified, extranodal and solid organ sites",C8299,C8299,,Yes,
"Small cell B-cell lymphoma, unspecified site",C8300,C8300,,Yes,
"Small cell B-cell lymphoma, lymph nodes of head, face, and neck",C8301,C8301,,Yes,
"Small cell B-cell lymphoma, intrathoracic lymph nodes",C8302,C8302,,Yes,
"Small cell B-cell lymphoma, intra-abdominal lymph nodes",C8303,C8303,,Yes,
"Small cell B-cell lymphoma, lymph nodes of axilla and upper limb",C8304,C8304,,Yes,
"Small cell B-cell lymphoma, lymph nodes of inguinal region and lower limb",C8305,C8305,,Yes,
"Small cell B-cell lymphoma, intrapelvic lymph nodes",C8306,C8306,,Yes,
"Small cell B-cell lymphoma, spleen",C8307,C8307,,Yes,
"Small cell B-cell lymphoma, lymph nodes of multiple sites",C8308,C8308,,Yes,
"Small cell B-cell lymphoma, extranodal and solid organ sites",C8309,C8309,,Yes,
"Mantle cell lymphoma, unspecified site",C8310,C8310,,Yes,
"Mantle cell lymphoma, lymph nodes of head, face, and neck",C8311,C8311,,Yes,
"Mantle cell lymphoma, intrathoracic lymph nodes",C8312,C8312,,Yes,
"Mantle cell lymphoma, intra-abdominal lymph nodes",C8313,C8313,,Yes,
"Mantle cell lymphoma, lymph nodes of axilla and upper limb",C8314,C8314,,Yes,
"Mantle cell lymphoma, lymph nodes of inguinal region and lower limb",C8315,C8315,,Yes,
"Mantle cell lymphoma, intrapelvic lymph nodes",C8316,C8316,,Yes,
"Mantle cell lymphoma, spleen",C8317,C8317,,Yes,
"Mantle cell lymphoma, lymph nodes of multiple sites",C8318,C8318,,Yes,
"Mantle cell lymphoma, extranodal and solid organ sites",C8319,C8319,,Yes,
"Diffuse large B-cell lymphoma, unspecified site",C8330,C8330,,Yes,
"Diffuse large B-cell lymphoma, lymph nodes of head, face, and neck",C8331,C8331,,Yes,
"Diffuse large B-cell lymphoma, intrathoracic lymph nodes",C8332,C8332,,Yes,
"Diffuse large B-cell lymphoma, intra-abdominal lymph nodes",C8333,C8333,,Yes,
"Diffuse large B-cell lymphoma, lymph nodes of axilla and upper limb",C8334,C8334,,Yes,
"Diffuse large B-cell lymphoma, lymph nodes of inguinal region and lower limb",C8335,C8335,,Yes,
"Diffuse large B-cell lymphoma, intrapelvic lymph nodes",C8336,C8336,,Yes,
"Diffuse large B-cell lymphoma, spleen",C8337,C8337,,Yes,
"Diffuse large B-cell lymphoma, lymph nodes of multiple sites",C8338,C8338,,Yes,
"Diffuse large B-cell lymphoma, extranodal and solid organ sites",C8339,C8339,,Yes,
"Lymphoblastic (diffuse) lymphoma, unspecified site",C8350,C8350,,Yes,
"Lymphoblastic (diffuse) lymphoma, lymph nodes of head, face, and neck",C8351,C8351,,Yes,
"Lymphoblastic (diffuse) lymphoma, intrathoracic lymph nodes",C8352,C8352,,Yes,
"Lymphoblastic (diffuse) lymphoma, intra-abdominal lymph nodes",C8353,C8353,,Yes,
"Lymphoblastic (diffuse) lymphoma, lymph nodes of axilla and upper limb",C8354,C8354,,Yes,
"Lymphoblastic (diffuse) lymphoma, lymph nodes of inguinal region and lower limb",C8355,C8355,,Yes,
"Lymphoblastic (diffuse) lymphoma, intrapelvic lymph nodes",C8356,C8356,,Yes,
"Lymphoblastic (diffuse) lymphoma, spleen",C8357,C8357,,Yes,
