Diagnosis Description,Reference Code,Retrieve-Rank,Vanilla GPT-3.5-turbo,Retrieve-Rank Match,Vanilla GPT-3.5 turbo match
"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with delayed healing",S52356G,S52356G,,Yes,
"Multiple fractures of ribs, bilateral, subsequent encounter for fracture with delayed healing",S2243XG,S2243XG,,Yes,
"Hypothermia following anesthesia, sequela",T8851XS,T8851XS,,Yes,
"Other specified injury of unspecified muscle and tendon at ankle and foot level, right foot, initial encounter",S96991A,S96991A,,Yes,
"Unspecified injury of flexor muscle, fascia and tendon of left index finger at forearm level, sequela",S56102S,S56102S,,Yes,
Enteroviral encephalitis,A850,A850,,Yes,
Myelophthisis,D6182,D6182,,Yes,
"Other exposure to uncontrolled fire in building or structure, subsequent encounter",X008XXD,X008XXD,,Yes,
"Nondisplaced Maisonneuve's fracture of left leg, initial encounter for open fracture type I or II",S82865B,S82865B,,Yes,
"Other noninfective acute otitis externa, bilateral",H60593,H60593,,Yes,
"Legal intervention involving other specified means, bystander injured, initial encounter",Y35892A,Y35892A,,Yes,
"Maternal care for disproportion of mixed maternal and fetal origin, fetus 2",O334XX2,O334XX2,,Yes,
"Laceration of popliteal vein, unspecified leg, subsequent encounter",S85519D,S85519D,,Yes,
"Contusion of right index finger without damage to nail, sequela",S60021S,S60021S,,Yes,
"Other fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S72492R,S72492R,,Yes,
"Accidental malfunction from other specified firearms, subsequent encounter",W3419XD,W3419XD,,Yes,
"Other specific joint derangements of left ankle, not elsewhere classified",M24872,M24872,,Yes,
"Corrosion of unspecified degree of unspecified axilla, subsequent encounter",T22449D,T22449D,,Yes,
"Salter-Harris Type IV physeal fracture of lower end of ulna, left arm, subsequent encounter for fracture with routine healing",S59042D,S59042D,,Yes,
"Frostbite with tissue necrosis of left foot, subsequent encounter",T34822D,T34822D,,Yes,
"Sprain of unspecified part of left wrist and hand, subsequent encounter",S6392XD,S6392XD,,Yes,
"Unspecified physeal fracture of upper end of left tibia, subsequent encounter for fracture with routine healing",S89002D,S89002D,,Yes,
"Poisoning by other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, undetermined, subsequent encounter",T443X4D,T443X4D,,Yes,
"Unspecified rider of other motorcycle injured in collision with unspecified motor vehicles in traffic accident, subsequent encounter",V29608D,V29608D,,Yes,
"Infection of amniotic sac and membranes, unspecified, third trimester, fetus 2",O411032,O411032,,Yes,
Acute candidiasis of vulva and vagina,B3731,B3731,,Yes,
"Partial traumatic metacarpophalangeal amputation of left middle finger, initial encounter",S68123A,S68123A,,Yes,
"Stable burst fracture of second thoracic vertebra, initial encounter for closed fracture",S22021A,S22021A,,Yes,
"Unspecified chronic otitis externa, bilateral",H6063,H6063,,Yes,
"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",C4922,C4922,,Yes,
"External constriction of right middle finger, initial encounter",S60442A,S60442A,,Yes,
"Paralytic calcification and ossification of muscle, unspecified ankle and foot",M61279,M61279,,Yes,
Damage to pelvic organs and tissues following an ectopic and molar pregnancy,O086,O086,,Yes,
"Acute embolism and thrombosis of unspecified deep veins of distal lower extremity, bilateral",I824Z3,I824Z3,,Yes,
Unspecified abnormalities of breathing,R069,R069,,Yes,
"Unspecified rider of other motorcycle injured in collision with other nonmotor vehicle in traffic accident, initial encounter",V2699XA,V2699XA,,Yes,
"Salter-Harris Type III physeal fracture of right metatarsal, subsequent encounter for fracture with routine healing",S99131D,S99131D,,Yes,
"Corrosion of third degree of unspecified single finger (nail) except thumb, initial encounter",T23729A,T23729A,,Yes,
"Hallucinogen use, unspecified with hallucinogen-induced anxiety disorder",F16980,F16980,,Yes,
"Fibrous dysplasia (monostotic), left forearm",M85032,M85032,,Yes,
"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with routine healing",S7224XE,S7224XE,,Yes,
"Fracture of femur following insertion of orthopedic implant, joint prosthesis, or bone plate, unspecified leg",M96669,M96669,,Yes,
"Corrosion of respiratory tract, part unspecified, initial encounter",T277XXA,T277XXA,,Yes,
"Laceration without foreign body of nose, initial encounter",S0121XA,S0121XA,,Yes,
"Unspecified traumatic nondisplaced spondylolisthesis of third cervical vertebra, sequela",S12231S,S12231S,,Yes,
Chronic lymphocytic leukemia of B-cell type not having achieved remission,C9110,C9110,,Yes,
"Displaced transverse fracture of shaft of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S52322F,S52322F,,Yes,
"Unspecified superficial injury of unspecified foot, initial encounter",S90929A,S90929A,,Yes,
"Supervision of other high risk pregnancies, third trimester",O09893,O09893,,Yes,
Other specified menopausal and perimenopausal disorders,N958,N958,,Yes,
"Contusion of unspecified part of neck, initial encounter",S1093XA,S1093XA,,Yes,
"Unspecified fracture of other metacarpal bone, subsequent encounter for fracture with nonunion",S62308K,S62308K,,Yes,
"Corrosion of first degree of unspecified site of right lower limb, except ankle and foot, initial encounter",T24501A,T24501A,,Yes,
"Drowning and submersion due to falling or jumping from crushed passenger ship, initial encounter",V9031XA,V9031XA,,Yes,
"Superficial foreign body, unspecified lesser toe(s), initial encounter",S90456A,S90456A,,Yes,
"Burn of second degree of unspecified toe(s) (nail), sequela",T25239S,T25239S,,Yes,
"Injury of median nerve at forearm level, right arm, subsequent encounter",S5411XD,S5411XD,,Yes,
"Contusion of left shoulder, initial encounter",S40012A,S40012A,,Yes,
"Poisoning by drugs affecting uric acid metabolism, intentional self-harm, sequela",T504X2S,T504X2S,,Yes,
Other stimulant abuse with withdrawal,F1513,F1513,,Yes,
"Driver of three-wheeled motor vehicle injured in noncollision transport accident in nontraffic accident, subsequent encounter",V380XXD,V380XXD,,Yes,
"Toxic effect of carbon tetrachloride, intentional self-harm, sequela",T530X2S,T530X2S,,Yes,
"Burn of second degree of other site of trunk, initial encounter",T2129XA,T2129XA,,Yes,
Coronary angioplasty status,Z9861,Z9861,,Yes,
"Laceration without foreign body of right index finger with damage to nail, initial encounter",S61310A,S61210A,,No,
"Other specified fracture of left ischium, subsequent encounter for fracture with routine healing",S32692D,S32692D,,Yes,
"Pseudopterygium of conjunctiva, bilateral",H11813,H11813,,Yes,
"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",E103411,E103411,,Yes,
Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of unspecified site,I70649,I70649,,Yes,
"Regular astigmatism, unspecified eye",H52229,H52229,,Yes,
"Unspecified nondisplaced fracture of fourth cervical vertebra, initial encounter for open fracture",S12301B,S12301B,,Yes,
"Nondisplaced fracture of glenoid cavity of scapula, left shoulder, subsequent encounter for fracture with malunion",S42145P,S42145P,,Yes,
"Diffuse otitis externa, right ear",H60311,H60311,,Yes,
"Fistula, unspecified ankle",M25173,M25173,,Yes,
Other abnormal glucose,R7309,R7309,,Yes,
"Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for closed fracture with routine healing",S52579D,S52579D,,Yes,
"Infantile and juvenile nuclear cataract, bilateral",H26033,H26033,,Yes,
Newborn affected by other morphological and functional abnormalities of placenta,P0229,P0229,,Yes,
"Displaced apophyseal fracture of unspecified femur, subsequent encounter for closed fracture with malunion",S72133P,S72133P,,Yes,
"Rh incompatibility with delayed hemolytic transfusion reaction, subsequent encounter",T80411D,T80411D,,Yes,
"Breakdown (mechanical) of biological heart valve graft, subsequent encounter",T82221D,T82221D,,Yes,
"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, intentional self-harm, sequela",T582X2S,T582X2S,,Yes,
"Strain of extensor muscle, fascia and tendon of right thumb at wrist and hand level, initial encounter",S66211A,S66211A,,Yes,
"Periprosthetic osteolysis of internal prosthetic left knee joint, initial encounter",T84053A,T84053A,,Yes,
"Osteitis condensans, left thigh",M85352,M85352,,Yes,
"Hallucinogen abuse with hallucinogen-induced psychotic disorder, unspecified",F16159,F16159,,Yes,
"Corrosion of other parts of respiratory tract, sequela",T276XXS,T276XXS,,Yes,
"Nondisplaced transverse fracture of shaft of unspecified tibia, subsequent encounter for closed fracture with nonunion",S82226K,S82226K,,Yes,
"Monteggia's fracture of unspecified ulna, sequela",S52279S,S52279S,,Yes,
"Insect bite (nonvenomous), right ankle, subsequent encounter",S90561D,S90561D,,Yes,
"Asphyxiation due to being trapped in a (discarded) refrigerator, undetermined, initial encounter",T71234A,T71234A,,Yes,
"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",E113311,E113311,,Yes,
"Displaced oblique fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",S72333C,S72333C,,Yes,
"Adverse effect of cardiac-stimulant glycosides and drugs of similar action, subsequent encounter",T460X5D,T460X5D,,Yes,
"Laceration of extensor muscle, fascia and tendon of unspecified finger at wrist and hand level, subsequent encounter",S66329D,S66329D,,Yes,
"Burn of first degree of unspecified thumb (nail), sequela",T23119S,T23119S,,Yes,
"Optic nerve hypoplasia, unspecified eye",H47039,H47039,,Yes,
"Nondisplaced fracture of trapezium [larger multangular], left wrist, subsequent encounter for fracture with routine healing",S62175D,S62175D,,Yes,
Other congenital malformations of lacrimal apparatus,Q106,Q106,,Yes,
"Nondisplaced fracture of shaft of fifth metacarpal bone, left hand, initial encounter for open fracture",S62357B,S62357B,,Yes,
"Laceration of unspecified part of colon, subsequent encounter",S36539D,S36539D,,Yes,
"Nondisplaced spiral fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S52344N,S52344N,,Yes,
"Other superficial bite of unspecified thumb, sequela",S60379S,S60379S,,Yes,
Hemothorax,J942,J942,,Yes,
"Enophthalmos due to atrophy of orbital tissue, left eye",H05412,H05412,,Yes,
"Quintuplet liveborn infant, delivered by cesarean",Z3866,Z3866,,Yes,
"Unspecified injury of plantar artery of unspecified foot, initial encounter",S95109A,S95109A,,Yes,
"Coma scale, eyes open, to sound, at arrival to emergency department",R402132,R402132,,Yes,
"Unspecified sprain of left elbow, subsequent encounter",S53402D,S53402D,,Yes,
"War operations involving intentional restriction of air and airway, military personnel, subsequent encounter",Y36460D,Y36460D,,Yes,
"Subluxation of proximal interphalangeal joint of right ring finger, sequela",S63234S,S63234S,,Yes,
"Disorder of external ear, unspecified, unspecified ear",H6190,H6190,,Yes,
"Other fracture of fourth metacarpal bone, right hand, subsequent encounter for fracture with malunion",S62394P,S62394P,,Yes,
"Paroxysmal tachycardia, unspecified",I479,I479,,Yes,
"Adverse effect of antimalarials and drugs acting on other blood protozoa, subsequent encounter",T372X5D,T372X5D,,Yes,
"Unspecified fracture of right lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S8291XR,S8291XR,,Yes,
"Osteolysis, right thigh",M89551,M89551,,Yes,
"Toxic effect of cobra venom, intentional self-harm, initial encounter",T63042A,T63042A,,Yes,
"Displaced fracture of intermediate cuneiform of right foot, subsequent encounter for fracture with routine healing",S92231D,S92231D,,Yes,
Other paralytic syndrome following unspecified cerebrovascular disease affecting left non-dominant side,I69964,I69964,,Yes,
"Other specified injury of left carotid artery, initial encounter",S15092A,S15092A,,Yes,
"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 18, fetus 1",O3512X1,O3512X1,,Yes,
"Unspecified sprain of unspecified toe(s), subsequent encounter",S93509D,S93509D,,Yes,
"Nondisplaced fracture of proximal phalanx of right lesser toe(s), subsequent encounter for fracture with routine healing",S92514D,S92514D,,Yes,
"Other effects of lightning, subsequent encounter",T7509XD,T7509XD,,Yes,
"Displaced unspecified fracture of unspecified lesser toe(s), initial encounter for closed fracture",S92503A,S92503A,,Yes,
"Anoxic brain damage, not elsewhere classified",G931,G931,,Yes,
"Collapsed vertebra, not elsewhere classified, site unspecified, subsequent encounter for fracture with routine healing",M4850XD,M4850XD,,Yes,
"Passenger in pick-up truck or van injured in noncollision transport accident in traffic accident, initial encounter",V586XXA,V586XXA,,Yes,
"Pathological fracture, left tibia, subsequent encounter for fracture with malunion",M84462P,M84462P,,Yes,
Abnormal results of other function studies of ear and other special senses,R94128,R94128,,Yes,
"Injury of lumbosacral plexus, sequela",S344XXS,S344XXS,,Yes,
"Nondisplaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82236R,S82236R,,Yes,
"Unspecified open wound of unspecified finger without damage to nail, sequela",S61209S,S61209S,,Yes,
"Glaucoma secondary to eye inflammation, bilateral, mild stage",H4043X1,H4043X1,,Yes,
Malignant neoplasm complicating the puerperium,O9A13,O9A13,,Yes,
"Open bite of unspecified finger without damage to nail, initial encounter",S61259A,S61259A,,Yes,
"Infective myositis, left upper arm",M60022,M60022,,Yes,
"Stenosis due to other internal prosthetic devices, implants and grafts, subsequent encounter",T85858D,T85858D,,Yes,
"Other specified injury of other blood vessels at lower leg level, left leg, initial encounter",S85892A,S85892A,,Yes,
Lymphoid interstitial pneumonia,J842,J842,,Yes,
Irritant contact dermatitis related to digestive stoma or fistula,L24B1,L24B1,,Yes,
"Displaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture type I or II with routine healing",S82231E,S82231E,,Yes,
"Inferior dislocation of left acromioclavicular joint, initial encounter",S43142A,S43142A,,Yes,
"Arthritis due to other bacteria, left hip",M00852,M00852,,Yes,
"War operations involving gasoline bomb, civilian, initial encounter",Y36311A,Y36311A,,Yes,
"Conductive hearing loss, bilateral",H900,H900,,Yes,
Unspecified sequelae of cerebral infarction,I6930,I6930,,Yes,
"Puncture wound with foreign body of oral cavity, subsequent encounter",S01542D,S01542D,,Yes,
"Poisoning by anticoagulants, intentional self-harm, subsequent encounter",T45512D,T45512D,,Yes,
"Chorioamnionitis, unspecified trimester, fetus 5",O411295,O411295,,Yes,
"Burn of third degree of lower back, subsequent encounter",T2134XD,T2134XD,,Yes,
"Helicopter crash injuring occupant, initial encounter",V9501XA,V9501XA,,Yes,
"Monoarthritis, not elsewhere classified, unspecified elbow",M13129,M13129,,Yes,
"Legal intervention involving unspecified gas, suspect injured, subsequent encounter",Y35203D,Y35203D,,Yes,
"Unspecified injury of muscle, fascia and tendon of left hip, sequela",S76002S,S76002S,,Yes,
Aneurysm of renal artery,I722,I722,,Yes,
"Displaced transverse fracture of shaft of left radius, subsequent encounter for open fracture type I or II with malunion",S52322Q,S52322Q,,Yes,
"Occupant (driver) (passenger) of three-wheeled motor vehicle injured in transport accident with military vehicle, initial encounter",V3981XA,V3981XA,,Yes,
"Struck by parrot, sequela",W6102XS,W6102XS,,Yes,
"Poisoning by other agents primarily affecting the cardiovascular system, accidental (unintentional), subsequent encounter",T46991D,T46991D,,Yes,
"Adherent leukoma, unspecified eye",H1700,H1700,,Yes,
"Salter-Harris Type I physeal fracture of unspecified calcaneus, subsequent encounter for fracture with routine healing",S99019D,S99019D,,Yes,
"Bilateral femoral hernia, with obstruction, without gangrene, recurrent",K4101,K4121,,No,
"Maternal care for other known or suspected poor fetal growth, second trimester, fetus 5",O365925,O365925,,Yes,
Other schizophrenia,F2089,F2089,,Yes,
"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",E103211,E103211,,Yes,
"Underdosing of local astringents and local detergents, subsequent encounter",T492X6D,T492X6D,,Yes,
"Maternal care for (suspected) damage to fetus by other medical procedures, fetus 5",O357XX5,O357XX5,,Yes,
"Supervision of elderly primigravida, third trimester",O09513,O09513,,Yes,
"Unspecified injury of peroneal artery, left leg, initial encounter",S85202A,S85202A,,Yes,
"Corrosion of third degree of abdominal wall, initial encounter",T2172XA,T2172XA,,Yes,
"Primary blast injury of fallopian tube, unspecified, initial encounter",S37519A,S37519A,,Yes,
"Fracture of unspecified parts of lumbosacral spine and pelvis, subsequent encounter for fracture with routine healing",S329XXD,S329XXD,,Yes,
"Nondisplaced fracture of lower epiphysis (separation) of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",S72445C,S72445C,,Yes,
"Other fish poisoning, accidental (unintentional), subsequent encounter",T61771D,T61771D,,Yes,
"Nondisplaced fracture of right ulna styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S52614R,S52614N,,No,
"Complete traumatic amputation at elbow level, left arm, initial encounter",S58012A,S58012A,,Yes,
"Peripheral T-cell lymphoma, not elsewhere classified, lymph nodes of inguinal region and lower limb",C8445,C8445,,Yes,
"Other specified injury of vein at forearm level, right arm, sequela",S55291S,S55291S,,Yes,
Myalgia of mastication muscle,M7911,M7911,,Yes,
"Poisoning by barbiturates, assault, initial encounter",T423X3A,T423X3A,,Yes,
"Other hypertrophic osteoarthropathy, right lower leg",M89461,M89461,,Yes,
"Other physeal fracture of lower end of unspecified fibula, subsequent encounter for fracture with routine healing",S89399D,S89399D,,Yes,
"Immersion hand, left hand, sequela",T69012S,T69012S,,Yes,
Epistaxis,R040,R040,,Yes,
West Nile virus infection with other complications,A9239,A9239,,Yes,
"Maternal care for Anti-A sensitization, first trimester, not applicable or unspecified",O361110,O361110,,Yes,
"Infection and inflammatory reaction due to internal right hip prosthesis, sequela",T8451XS,T8451XS,,Yes,
"Drowning and submersion due to falling or jumping from other crushed powered watercraft, sequela",V9033XS,V9033XS,,Yes,
"Underdosing of predominantly beta-adrenoreceptor agonists, initial encounter",T445X6A,T445X6A,,Yes,
"Endometriosis of the left pelvic sidewall, unspecified depth",N80352,N80352,,Yes,
"Foreign body in nasal sinus, subsequent encounter",T170XXD,T170XXD,,Yes,
"Nondisplaced fracture of trapezoid [smaller multangular], right wrist, subsequent encounter for fracture with delayed healing",S62184G,S62184G,,Yes,
"Unspecified fracture of lower end of unspecified ulna, subsequent encounter for closed fracture with nonunion",S52609K,S52609K,,Yes,
"Stress fracture, left humerus, subsequent encounter for fracture with malunion",M84322P,M84322P,,Yes,
"Monoplegia, unspecified affecting right dominant side",G8331,G8331,,Yes,
"Incomplete atypical femoral fracture, unspecified leg, subsequent encounter for fracture with nonunion",M84753K,M84753K,,Yes,
"Other displaced fracture of seventh cervical vertebra, initial encounter for closed fracture",S12690A,S12690A,,Yes,
Rheumatoid arthritis with rheumatoid factor of right shoulder without organ or systems involvement,M05711,M05711,,Yes,
"Slipping, tripping and stumbling without falling, unspecified, sequela",W1840XS,W1840XS,,Yes,
"Other injury of rectum, subsequent encounter",S3669XD,S3669XD,,Yes,
"Rupture of papillary muscle, not elsewhere classified",I512,I512,,Yes,
Acne keloid,L730,L730,,Yes,
"Nondisplaced fracture of lateral end of right clavicle, initial encounter for open fracture",S42034B,S42034B,,Yes,
"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 31 minutes to 59 minutes, sequela",S06372S,S06372S,,Yes,
Chronic enlargement of bilateral lacrimal glands,H04033,H04033,,Yes,
"Pauciarticular juvenile rheumatoid arthritis, right knee",M08461,M08461,,Yes,
Acrodermatitis chronica atrophicans,L904,L904,,Yes,
"Other specified injury of blood vessel of right ring finger, sequela",S65594S,S65594S,,Yes,
"Intrahepatic cholestasis of pregnancy, unspecified trimester",O26649,O26649,,Yes,
"Displaced supracondylar fracture with intracondylar extension of lower end of left femur, initial encounter for open fracture type I or II",S72462B,S72462B,,Yes,
"Other injury of unspecified muscle(s) and tendon(s) at lower leg level, right leg, subsequent encounter",S86991D,S86991D,,Yes,
"Anterior subluxation of right humerus, initial encounter",S43011A,S43011A,,Yes,
"Chondromalacia, right wrist",M94231,M94231,,Yes,
"Unspecified genitourinary tract infection in pregnancy, third trimester",O2393,O2393,,Yes,
"War operations involving incendiary bullet, military personnel, subsequent encounter",Y36320D,Y36320D,,Yes,
"Unspecified fracture of the lower end of right radius, subsequent encounter for closed fracture with delayed healing",S52501G,S52501G,,Yes,
"Persistent migraine aura without cerebral infarction, intractable, with status migrainosus",G43511,G43511,,Yes,
"Displaced fracture of medial wall of unspecified acetabulum, subsequent encounter for fracture with routine healing",S32473D,S32473D,,Yes,
"Refractive amblyopia, unspecified eye",H53029,H53029,,Yes,
"Insect bite (nonvenomous) of oral cavity, initial encounter",S00562A,S00562A,,Yes,
Hereditary fructose intolerance,E7412,E7412,,Yes,
"Nondisplaced fracture of fifth metatarsal bone, unspecified foot, initial encounter for open fracture",S92356B,S92356B,,Yes,
"Abdominal migraine, intractable",G43D1,G43D1,,Yes,
"Shock, unspecified",R579,R579,,Yes,
Sulfatase deficiency,E7526,E7526,,Yes,
"Unspecified injury of extensor or abductor muscles, fascia and tendons of left thumb at forearm level, sequela",S56302S,S56302S,,Yes,
"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S72409J,S72409J,,Yes,
"Valgus deformity, not elsewhere classified, unspecified hip",M21059,M21059,,Yes,
"Nondisplaced oblique fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing",S82436D,S82436D,,Yes,
"Corrosion of third degree of scalp [any part], sequela",T2075XS,T2075XS,,Yes,
"Other disorders of bone development and growth, right hand",M89241,M89241,,Yes,
"Other specified injury of femoral vein at hip and thigh level, right leg, initial encounter",S75191A,S75191A,,Yes,
Ophiasis,L632,L632,,Yes,
"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 1 hours to 5 hours 59 minutes, initial encounter",S06363A,S06363A,,Yes,
Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of heel and midfoot,I70544,I70544,,Yes,
"Nondisplaced fracture of lateral condyle of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82124R,S82124N,,No,
"Poisoning by mixed antiepileptics, assault, sequela",T425X3S,T425X3S,,Yes,
"Passenger of special industrial vehicle injured in nontraffic accident, sequela",V836XXS,V836XXS,,Yes,
"Cholesteatoma of attic, left ear",H7102,H7102,,Yes,
"Other physeal fracture of lower end of humerus, unspecified arm, subsequent encounter for fracture with nonunion",S49199K,S49199K,,Yes,
"Follicular lymphoma grade IIIb, intrathoracic lymph nodes",C8242,C8242,,Yes,
"Nondisplaced segmental fracture of shaft of radius, unspecified arm, sequela",S52366S,S52366S,,Yes,
"Contracture, right wrist",M24531,M24531,,Yes,
"Episodic tension-type headache, intractable",G44211,G44211,,Yes,
"Other osteomyelitis, forearm",M868X3,M868X3,,Yes,
"Antepartum hemorrhage with afibrinogenemia, unspecified trimester",O46019,O46019,,Yes,
"Underdosing of benzodiazepines, sequela",T424X6S,T424X6S,,Yes,
"Laceration of inferior mesenteric vein, initial encounter",S35341A,S35341A,,Yes,
"Underdosing of local astringents and local detergents, sequela",T492X6S,T492X6S,,Yes,
Tuberculous neuritis,A1783,A1783,,Yes,
"Puncture wound with foreign body of right great toe without damage to nail, sequela",S91141S,S91141S,,Yes,
"Legal intervention involving unspecified gas, unspecified person injured, sequela",Y35209S,Y35209S,,Yes,
"Pupillary abnormality, right eye",H21561,H21561,,Yes,
"Underdosing of predominantly beta-adrenoreceptor agonists, initial encounter",T445X6A,T445X6A,,Yes,
"Other specified injuries of unspecified hip, subsequent encounter",S79819D,S79819D,,Yes,
"Other superficial bite of other part of head, initial encounter",S0087XA,S0087XA,,Yes,
"Unspecified open wound of right eyelid and periocular area, subsequent encounter",S01101D,S01101D,,Yes,
Idiopathic aseptic necrosis of unspecified finger(s),M87046,M87046,,Yes,
"Opioid dependence, in remission",F1121,F1121,,Yes,
"Other mechanical complication of internal fixation device of left femur, subsequent encounter",T84195D,T84195D,,Yes,
"Salter-Harris Type IV physeal fracture of unspecified calcaneus, subsequent encounter for fracture with routine healing",S99049D,S99049D,,Yes,
"Displaced fracture of lateral malleolus of unspecified fibula, sequela",S8263XS,S8263XS,,Yes,
"Chondromalacia, left knee",M94262,M94262,,Yes,
"Nondisplaced fracture of distal phalanx of right index finger, subsequent encounter for fracture with nonunion",S62660K,S62660K,,Yes,
"Spontaneous rupture of extensor tendons, unspecified hand",M66249,M66249,,Yes,
"Rupture of synovium, unspecified hand",M66143,M66143,,Yes,
"Pathological fracture, other site, initial encounter for fracture",M8448XA,M8448XA,,Yes,
"Other injury of other specified muscles, fascia and tendons at thigh level, right thigh, subsequent encounter",S76891D,S76891D,,Yes,
"Superficial foreign body, right foot, sequela",S90851S,S90851S,,Yes,
"Dislocation of septal cartilage of nose, sequela",S031XXS,S031XXS,,Yes,
"Hit or struck by falling object due to accident to canoe or kayak, subsequent encounter",V9135XD,V9135XD,,Yes,
"Superficial foreign body, right knee, subsequent encounter",S80251D,S80251D,,Yes,
"Posterior subluxation of unspecified sternoclavicular joint, initial encounter",S43223A,S43223A,,Yes,
"Other fracture of left femur, subsequent encounter for closed fracture with malunion",S728X2P,S728X2P,,Yes,
"Stable burst fracture of fifth lumbar vertebra, subsequent encounter for fracture with nonunion",S32051K,S32051K,,Yes,
"Minor laceration of superior vena cava, subsequent encounter",S2521XD,S2521XD,,Yes,
Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy with macular edema,E08311,E08311,,Yes,
"Disorders of muscle in diseases classified elsewhere, unspecified upper arm",M63829,M63829,,Yes,
"Corrosion of mouth and pharynx, initial encounter",T285XXA,T285XXA,,Yes,
"Dislocation of unspecified parts of unspecified shoulder girdle, sequela",S43306S,S43306S,,Yes,
"Rupture of synovium, left toe(s)",M66178,M66178,,Yes,
"Unspecified injury of peroneal artery, right leg, subsequent encounter",S85201D,S85201D,,Yes,
"Displaced fracture of lateral condyle of right tibia, subsequent encounter for closed fracture with delayed healing",S82121G,S82121G,,Yes,
"Maternal care for other (suspected) fetal abnormality and damage, fetal cardiac anomalies, fetus 1",O35BXX1,O35BXX1,,Yes,
"Puncture wound with foreign body of right shoulder, initial encounter",S41041A,S41041A,,Yes,
"Other physeal fracture of upper end of right tibia, initial encounter for closed fracture",S89091A,S89091A,,Yes,
"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 31 minutes to 59 minutes, sequela",S06822S,S06822S,,Yes,
"4-part fracture of surgical neck of right humerus, subsequent encounter for fracture with routine healing",S42241D,S42241D,,Yes,
"Traumatic rupture of volar plate of left ring finger at metacarpophalangeal and interphalangeal joint, subsequent encounter",S63435D,S63435D,,Yes,
"Anterior dislocation of proximal end of tibia, right knee, initial encounter",S83114A,S83114A,,Yes,
Rheumatoid heart disease with rheumatoid arthritis of right knee,M05361,M05361,,Yes,
"Shotgun discharge, undetermined intent, sequela",Y230XXS,Y230XXS,,Yes,
"Displaced fracture of shaft of third metacarpal bone, right hand, subsequent encounter for fracture with routine healing",S62322D,S62322D,,Yes,
"Low-tension glaucoma, left eye, indeterminate stage",H401224,H401224,,Yes,
"Other larger firearm discharge, undetermined intent, initial encounter",Y238XXA,Y238XXA,,Yes,
"Unspecified retained (old) intraocular foreign body, nonmagnetic, right eye",H44701,H44701,,Yes,
Periodontosis,K054,K054,,Yes,
Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of unspecified site,I70439,I70439,,Yes,
"Poisoning by mixed antiepileptics, intentional self-harm, sequela",T425X2S,T425X2S,,Yes,
"Puncture wound with foreign body of lip, sequela",S01541S,S01541S,,Yes,
Injury of scalp of newborn due to monitoring equipment,P124,P124,,Yes,
Personal history of other specified (corrected) congenital malformations of genitourinary system,Z87718,Z87718,,Yes,
"Heredofamilial amyloidosis, unspecified",E852,E852,,Yes,
"Partial traumatic amputation of right breast, initial encounter",S28221A,S28221A,,Yes,
"Maternal care for other (suspected) fetal abnormality and damage, fetal pulmonary anomalies, fetus 1",O35CXX1,O35CXX1,,Yes,
"Other injury of ovary, bilateral, sequela",S37492S,S37492S,,Yes,
"Displaced fracture of proximal phalanx of left middle finger, subsequent encounter for fracture with nonunion",S62613K,S62613K,,Yes,
"Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",E093412,E093412,,Yes,
